CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Months_Inactive_12_mon,Credit_Limit,Total_Trans_Amt
720879708,0,52,2,2,28186.0,2853
720963258,1,52,3,2,3474.0,2675
779084208,1,43,3,2,1662.0,2326
708539583,0,44,3,1,19897.0,3979
715429608,0,45,3,3,4602.0,3520
820276908,1,42,4,3,4139.0,2232
715161633,0,44,4,3,7881.0,3068
768457008,0,27,1,3,10284.0,13355
720718908,0,46,3,1,26977.0,1958
773140683,0,51,0,1,3797.0,4191
714886533,0,60,2,3,3460.0,1752
717107808,0,48,1,4,1438.3,4600
708272808,0,45,5,2,2718.0,3542
779187783,0,50,2,3,24533.0,8436
709558608,0,39,3,2,2844.0,7345
772661808,0,56,3,1,7234.0,5051
814785108,0,45,1,3,2493.0,4473
758753283,1,52,3,3,34516.0,7341
716144058,0,36,1,3,1888.0,1886
711017433,0,41,3,2,1438.3,4416
714093108,0,58,2,3,7372.0,1707
720616908,0,54,1,1,34516.0,3918
793269933,0,46,3,3,28829.0,4540
714467733,0,45,2,2,30428.0,4178
765940683,0,37,3,2,11277.0,2033
710740008,0,57,1,1,1438.3,5140
810789708,0,38,1,2,2256.0,4587
718967433,0,34,2,6,2426.0,4918
749211483,0,52,0,2,4597.0,4932
720977358,0,50,2,2,2528.0,4269
708664008,0,57,3,3,14270.0,1222
815085708,1,60,0,5,10882.0,1861
788741733,0,53,1,2,7832.0,14614
720171033,0,45,4,1,11498.0,4014
717640083,1,59,1,2,6705.0,731
708084558,1,46,3,3,8258.0,1447
715455708,0,47,3,3,5116.0,2361
712609533,0,32,1,2,3371.0,13432
712191783,0,49,4,1,34516.0,7788
713486583,0,41,3,2,17277.0,8838
778844433,0,49,5,2,20895.0,3210
719690733,0,47,4,2,4490.0,4346
715480983,0,55,2,2,5719.0,3403
720079758,0,46,3,4,1910.0,5253
713283933,1,42,2,3,3032.0,2273
709798908,1,45,4,3,2858.0,2611
708216108,0,56,1,1,4088.0,2250
717853233,0,41,2,1,3306.0,4772
715542783,0,33,2,3,3731.0,13234
720589008,0,47,3,3,4072.0,4317
813952233,0,44,3,2,2978.0,1413
821813058,0,42,1,2,11946.0,4862
713530833,1,58,2,3,4085.0,596
717252483,1,57,2,3,2796.0,2196
823554783,0,44,3,1,3269.0,5022
714634983,1,44,1,3,3517.0,2403
812441358,0,26,1,3,1438.3,2660
789109983,0,40,3,1,4464.0,3870
811898133,0,40,3,1,2555.0,1334
714024858,0,36,3,1,7056.0,1739
771799008,0,61,1,3,3359.0,4871
719328858,1,56,4,2,4535.0,2342
716288958,0,40,2,4,7840.0,4062
708989358,0,37,2,3,2023.0,4391
720310458,0,46,1,2,11840.0,1560
711432258,1,55,3,4,4178.0,7914
718677858,0,39,1,2,2283.0,4571
715719033,0,38,3,3,3317.0,3772
719035758,0,53,3,1,2383.0,4917
721514883,0,38,1,0,16665.0,4657
718193958,0,60,0,3,2402.0,1650
803963808,0,39,3,3,19074.0,3762
720708183,0,53,1,1,15248.0,4758
710088483,0,52,3,1,21877.0,3283
720529308,1,63,0,3,1856.0,1805
822959133,0,32,3,3,3174.0,4508
718711158,1,52,3,2,3841.0,2680
717016833,0,39,4,4,1438.3,4282
719357058,0,62,2,3,6797.0,3962
708963258,1,46,3,3,13344.0,8534
719373558,0,42,3,1,6275.0,4308
709922508,0,40,4,1,2712.0,5207
708525108,0,54,2,3,2156.0,4120
708267858,0,65,0,2,6088.0,2098
708911508,0,50,2,3,2046.0,3446
721234308,0,35,2,2,5825.0,2820
803026008,0,48,3,6,6805.0,3463
710147958,0,47,3,2,16138.0,1198
719101908,0,51,1,3,2002.0,1585
716372358,0,58,3,2,6765.0,14133
715532208,0,65,1,3,4010.0,3807
787450758,0,57,1,3,19090.0,4712
713560758,0,54,1,2,3181.0,13392
716625033,1,32,1,3,2761.0,2753
720656883,0,50,3,3,1848.0,4600
710813733,0,48,4,3,33791.0,1546
709783908,0,52,3,3,2280.0,1924
780201633,1,41,3,3,5655.0,2189
716045508,0,40,2,2,3569.0,7963
778381608,1,48,4,3,6572.0,1766
711876333,0,53,3,1,7290.0,1312
779138883,0,50,1,3,4702.0,1673
770667408,0,47,4,1,8854.0,4768
719258433,0,49,5,1,7801.0,7561
711589758,0,42,5,2,4162.0,3967
719758758,0,42,3,2,2797.0,4917
757481283,0,35,3,3,6921.0,1931
718037433,0,58,1,4,1654.0,1887
711635358,0,40,4,1,7291.0,2198
751450008,0,41,1,2,10266.0,1720
715720083,0,47,5,2,13241.0,3157
709827933,0,44,2,3,12230.0,3659
714001008,0,56,1,1,3730.0,13997
710523333,0,65,0,3,2541.0,1416
718923858,0,42,1,2,26750.0,1131
712037358,0,30,0,3,5146.0,1509
812501358,0,46,4,1,1752.0,4864
709567758,0,40,3,1,2490.0,3339
773155533,0,49,3,3,3261.0,4739
713209308,0,59,0,3,17218.0,7971
738195708,0,47,2,1,16741.0,3608
781794708,1,35,3,1,17030.0,715
717499083,0,35,0,1,17236.0,3013
709739283,0,62,0,3,21329.0,4206
715025208,0,56,2,3,3119.0,4168
721402233,0,42,3,3,19192.0,15615
804337233,0,45,4,2,1502.0,4890
718982058,0,37,3,2,5987.0,4011
708905733,0,45,5,2,20633.0,7570
795713058,0,45,3,1,4409.0,4292
714819183,0,63,1,2,24571.0,1746
717472833,0,42,4,3,7260.0,4253
712503408,0,57,2,3,17925.0,17498
719819958,0,34,2,1,1438.3,2243
711213108,0,32,1,3,34516.0,2305
715679733,0,43,2,2,1736.0,3462
798114033,0,46,2,2,7949.0,3355
780079833,0,43,3,3,5479.0,14728
708147108,0,26,0,1,21084.0,2309
713823033,1,31,2,1,8149.0,808
715511658,0,49,5,1,4568.0,1431
712292133,1,45,3,2,2330.0,2107
711397533,0,52,2,2,5616.0,3410
720031908,0,55,2,1,4370.0,4326
709997958,0,39,3,3,3478.0,2133
721437333,1,46,2,2,5054.0,2027
787515333,1,40,3,2,3616.0,820
716160708,0,64,1,3,1861.0,5225
779655183,0,48,4,1,5033.0,4054
721310283,0,47,3,2,34516.0,1804
779942808,0,42,3,2,1438.3,4482
713889933,0,59,0,2,1638.0,1536
720479058,0,50,1,2,1438.3,4379
719305608,1,57,3,3,2347.0,2447
812956983,0,51,3,3,3458.0,3409
820587258,0,45,4,5,10677.0,8637
716953083,0,53,2,2,2046.0,4228
713757633,0,65,0,2,7427.0,1596
826478958,0,52,1,3,2066.0,1578
809092458,0,36,4,2,2517.0,5211
778573233,0,61,1,2,3102.0,1977
791822733,0,47,3,1,5630.0,4904
824799108,0,46,3,2,10901.0,7498
719354433,0,48,1,3,34516.0,4042
711742758,1,43,5,3,11508.0,5242
715033533,0,43,2,2,3125.0,4422
720717108,0,64,1,3,2571.0,3647
756691608,0,37,3,3,4554.0,4816
709838508,0,45,3,1,34516.0,7167
710306358,1,38,1,1,9664.0,7995
712407033,0,26,0,2,34516.0,4174
712208658,0,43,2,2,13165.0,8126
826261008,1,48,3,3,1438.3,2054
708148158,0,39,4,3,1827.0,4207
717813558,1,57,3,4,8389.0,1334
794653983,0,44,3,1,1480.0,5245
720467583,0,52,2,3,34516.0,3072
719629308,1,55,2,2,34516.0,8472
715321983,0,33,2,2,2748.0,4314
798769458,0,29,1,1,3318.0,3011
716150358,0,38,3,2,10343.0,14805
716805408,0,52,3,2,5376.0,4511
789351783,0,40,5,2,2114.0,4518
714661233,0,39,1,2,10074.0,1729
709873683,0,60,0,2,16541.0,4352
712781883,0,36,1,1,2611.0,5121
713904708,0,40,3,1,7582.0,4926
716127333,1,45,3,2,18432.0,2300
720328008,0,57,1,1,2542.0,4518
714484008,1,49,4,3,1567.0,2138
708880683,0,49,5,3,3970.0,13697
719073483,1,45,3,3,9234.0,2586
715279683,0,52,2,1,1438.3,1679
718072758,0,51,2,2,3173.0,4030
806189658,0,50,2,2,1780.0,4630
710966433,0,50,3,2,2615.0,3785
708711483,0,57,2,3,18871.0,1516
772111083,0,50,1,3,5384.0,4338
710916408,0,57,4,3,8466.0,1342
715440558,0,50,1,1,4143.0,3940
713029683,0,64,0,4,1873.0,4738
710942358,0,47,4,3,5762.0,3814
713023158,0,39,2,1,2901.0,4239
778837083,1,50,2,3,12906.0,2078
709430508,1,40,4,2,7316.0,1849
793461933,0,37,3,2,5699.0,2835
759127158,0,48,3,1,2592.0,4177
719026383,0,35,2,1,2664.0,3135
786493908,0,42,4,3,10091.0,3347
789580908,0,44,3,2,8512.0,4056
711388458,0,45,3,5,17072.0,8591
714013983,1,37,4,3,1586.0,2109
779696883,0,48,2,2,2998.0,1825
718876683,0,43,4,2,5781.0,1600
821241708,1,47,4,4,7953.0,8670
709210833,0,48,2,2,9074.0,14084
807149058,0,48,5,1,2876.0,4752
716549058,0,45,4,1,3111.0,1998
717949008,1,40,4,2,1554.0,2341
718282983,0,60,0,3,3076.0,4522
713664258,0,56,2,2,14344.0,7359
711505308,0,59,1,3,2636.0,4727
715490733,0,54,3,1,11975.0,1211
720812433,0,54,2,1,28465.0,1693
717271983,0,60,0,3,34516.0,3261
716686158,0,59,0,2,1479.0,1621
710661333,1,55,2,3,10241.0,2513
710622333,0,39,2,2,2751.0,4386
709346133,0,55,2,3,3025.0,1277
715078383,0,64,0,1,7646.0,1667
718291233,0,46,4,1,16227.0,4314
779524833,0,51,1,3,3554.0,3640
711043983,0,44,3,3,34516.0,3275
713436183,0,42,3,3,5640.0,4739
709803258,1,48,2,2,12073.0,2400
713891133,1,41,2,2,1438.3,1890
715237683,0,53,4,1,4737.0,7802
799475658,0,51,3,3,2238.0,4508
716933283,0,52,2,1,34516.0,14738
709220583,0,34,3,4,4670.0,2256
752199183,0,51,1,2,3553.0,4923
720084183,0,46,3,2,16284.0,3018
710912733,0,44,1,2,1953.0,4590
718632933,0,58,1,5,1552.0,4731
718764708,0,45,3,4,8858.0,14223
720711483,1,56,1,2,3674.0,2608
767958933,0,40,4,2,15471.0,3993
809164083,0,63,1,1,2619.0,1450
720724008,0,43,2,1,13430.0,3717
714954033,0,29,0,2,5076.0,2675
717384183,0,58,3,3,2669.0,4863
711069483,0,40,2,2,1538.0,4884
708313608,0,53,3,3,2464.0,2110
716406483,0,30,0,3,23760.0,13124
778506633,1,43,4,2,7706.0,965
779528658,0,42,4,3,3092.0,2133
712977183,0,57,2,3,19482.0,1421
816841083,0,58,3,3,2493.0,4867
788943333,1,51,3,2,34516.0,4810
787438983,0,43,3,2,4559.0,1652
718103733,0,41,4,3,2934.0,4253
710810883,0,39,1,1,34516.0,14576
710013258,0,44,3,2,1980.0,4467
758765808,0,36,2,3,2029.0,1802
721060083,0,42,3,1,7226.0,4653
717443658,0,37,0,3,1920.0,4715
711984633,0,36,3,2,2328.0,4373
720608658,0,33,1,3,8398.0,16706
825850383,0,53,2,2,6074.0,4303
718917408,0,46,3,3,3115.0,3704
708868233,1,68,0,3,1438.3,760
716279508,1,48,3,3,3430.0,2639
708780783,0,43,3,3,2434.0,4739
805485933,0,45,3,1,4010.0,14354
711688158,0,47,5,3,11760.0,1498
769137108,1,43,2,3,1438.3,974
716758008,0,40,5,2,2984.0,4813
718692258,0,43,3,3,3755.0,14402
714614133,1,53,3,3,2819.0,2128
769438608,1,48,1,3,1942.0,2522
713758758,0,48,2,2,14581.0,17628
711529383,0,47,3,1,6602.0,3163
709719333,0,41,2,3,28422.0,4841
788776908,0,47,1,1,2797.0,3525
778708533,1,26,0,2,1730.0,869
709096908,0,57,2,3,4698.0,1865
745853283,0,38,1,1,7234.0,5198
809811858,1,43,5,3,1504.0,2530
779217333,0,59,0,2,2228.0,3922
820020258,0,55,1,3,5379.0,1778
718197108,1,54,2,3,12342.0,1430
718805733,0,39,2,1,7093.0,13937
717091533,0,29,1,2,13613.0,4253
807986133,0,57,2,3,6584.0,1353
712559058,0,54,0,3,20882.0,4765
714500883,0,44,3,2,21242.0,1283
718264233,0,29,0,1,1458.0,2449
770146008,0,59,1,3,2136.0,1908
714744783,0,48,3,1,6197.0,3825
721104708,1,41,3,3,2067.0,3033
806392908,0,52,4,2,7469.0,1212
714724908,0,41,1,4,2235.0,4633
779888658,0,56,1,1,17450.0,1426
710579583,0,57,1,2,1665.0,4420
715864983,0,56,2,2,1978.0,4870
711628458,0,45,3,1,8829.0,1902
788788758,0,57,3,1,7469.0,2050
715517733,1,46,3,0,13092.0,936
720680058,0,47,2,1,3888.0,1145
817977933,1,63,0,6,1931.0,2288
770743983,0,34,3,2,8698.0,15683
710679933,1,59,1,5,15633.0,8660
712642533,0,38,3,1,32866.0,3788
709500183,1,46,3,3,1804.0,2077
712464933,0,44,2,2,19141.0,15203
711491283,0,44,3,3,1975.0,2959
794475483,0,44,4,3,34516.0,4654
720902133,0,58,1,1,5579.0,1025
779116158,0,49,1,2,5714.0,4331
758521983,0,33,1,2,9819.0,2198
789097833,0,39,0,3,3927.0,4230
767280633,0,46,2,2,3003.0,4378
824761458,0,54,2,2,9519.0,2489
715567608,0,45,1,4,4406.0,3964
719647383,0,35,2,2,4408.0,2001
799239033,1,53,3,3,1714.0,2279
708699108,0,39,2,3,1438.3,4890
718023708,0,53,2,1,14839.0,14625
716139933,0,54,0,1,16286.0,2552
793412958,0,44,4,1,2440.0,4382
708459633,0,38,2,1,5815.0,1604
811793433,0,50,3,1,34516.0,15071
710019933,0,29,1,3,11522.0,13720
779914383,0,34,1,2,10488.0,14719
714436383,0,44,4,3,26856.0,4222
758076408,0,50,2,1,1857.0,1590
743420208,0,47,2,2,4822.0,13816
816826008,0,41,4,1,1950.0,4630
715409733,1,47,4,2,2263.0,2385
813890883,0,44,1,2,1555.0,3811
708801108,1,57,3,0,1438.3,2113
715474083,0,51,3,2,29663.0,14638
719039283,0,32,1,2,3535.0,14080
720655833,1,48,4,3,2913.0,4955
709315383,0,31,0,3,26423.0,13575
716704158,0,50,1,3,34516.0,8087
718488783,0,40,3,2,4802.0,4821
712990458,0,44,3,2,31699.0,13653
808743558,0,42,3,3,4540.0,4804
720906033,0,35,1,4,5801.0,2987
780374133,0,29,1,3,7010.0,2413
708207783,0,50,3,3,1477.0,4680
712523283,0,55,2,3,14938.0,1134
789637308,1,45,2,3,3076.0,2580
709785783,1,35,0,3,2300.0,1485
772310958,0,42,2,6,4311.0,4965
720142308,1,52,2,3,2160.0,2360
713747733,0,55,2,3,3096.0,2011
716319258,0,43,4,1,34516.0,7360
719917233,1,49,3,3,13382.0,1828
804424383,0,63,1,3,10215.0,1904
789948408,0,55,2,1,34516.0,5220
709575858,0,53,4,5,2300.0,4527
710163633,0,41,4,3,1919.0,4996
710520408,0,52,4,3,9078.0,4458
721493883,0,49,4,2,5195.0,3313
717385083,0,46,3,2,4916.0,4813
708823908,0,41,3,1,16443.0,4252
800869758,0,49,3,1,2191.0,3967
716355783,0,36,3,2,13080.0,1999
711788583,0,61,1,2,3466.0,15075
714403983,0,43,2,2,34427.0,13545
717995958,0,47,3,1,1634.0,4397
719368533,0,41,2,3,32250.0,15785
713943783,0,41,4,3,18001.0,1194
710288883,0,40,1,1,8749.0,5054
772758783,0,43,1,1,21165.0,3343
713769258,0,36,3,2,17116.0,2547
715168008,0,36,3,2,8995.0,2398
807137808,0,45,3,1,17576.0,3494
715905633,0,45,1,1,6022.0,3433
826467333,0,57,1,1,7976.0,4082
714417183,0,39,1,3,9511.0,7041
773288958,0,38,1,3,7475.0,1592
719139558,0,26,0,3,2665.0,2514
802247658,1,59,2,5,2699.0,2599
708669408,0,54,5,1,20401.0,4637
719309958,1,55,3,1,20865.0,837
721491258,0,53,4,2,3924.0,1417
711364233,0,41,4,1,34516.0,8888
709329558,0,49,4,3,15569.0,4566
709009833,0,54,3,3,1655.0,4621
712984983,0,43,2,3,2248.0,7739
714917583,0,42,2,1,10074.0,3338
771556308,0,26,0,3,3517.0,2255
802884933,0,61,1,2,3264.0,1665
734909358,0,43,4,1,6548.0,4354
813453408,0,40,5,1,2448.0,1269
716891583,0,41,3,2,1867.0,4537
716694108,1,42,4,3,5195.0,2682
709451508,0,63,1,1,12766.0,1191
712866933,0,51,2,3,10824.0,3700
709757583,0,35,0,2,3176.0,2074
719955558,0,32,0,2,11511.0,14436
820666083,1,41,2,3,27742.0,8646
713037333,0,63,1,1,21430.0,3561
719568333,0,39,3,3,34516.0,1668
716578158,0,39,1,2,2722.0,3205
789392883,0,38,3,1,1878.0,4650
721486908,0,51,5,1,7645.0,7710
712364283,0,54,2,3,2222.0,3960
713767383,0,32,0,2,2062.0,2397
718834233,0,38,2,1,6899.0,3848
794217108,0,43,2,3,14315.0,3694
720522633,0,44,3,1,16199.0,8150
768661758,0,53,0,2,26129.0,4919
717822108,0,60,0,2,3302.0,4613
715750758,0,56,1,1,9031.0,1602
714384783,1,59,1,3,2468.0,2017
718489608,0,50,4,2,2433.0,4668
780180033,0,31,0,1,1438.3,4397
708724908,0,47,2,2,2262.0,4113
720270633,1,40,3,3,1516.0,2709
716619558,0,38,0,3,13747.0,16401
714832383,0,35,0,2,34516.0,2949
716111808,0,57,2,3,2679.0,1723
712138983,0,54,1,3,2947.0,1744
712690458,0,38,2,1,3629.0,15982
719855958,0,41,4,1,4475.0,3367
711064008,0,48,2,3,9505.0,3616
720921408,0,46,2,1,1996.0,3760
720414558,0,56,2,2,1971.0,4827
712801758,0,37,1,1,2673.0,3052
717229158,0,36,4,3,1628.0,1893
779773533,0,50,3,1,7623.0,1367
720593583,0,39,2,2,3554.0,5152
708360108,0,50,1,1,2800.0,4869
709665783,0,39,1,1,1637.0,4800
721350783,0,54,2,3,5660.0,1569
717052158,0,39,3,2,21718.0,3492
713346558,0,45,4,2,6784.0,1900
804583833,0,56,2,1,1796.0,4316
789827208,0,41,5,3,7531.0,7768
711569433,0,51,2,1,9648.0,1083
821296083,0,34,1,3,2617.0,2003
763895958,1,53,2,3,7474.0,732
818729208,0,52,3,3,8185.0,4525
713975433,0,32,0,3,8851.0,14783
710758683,0,61,1,3,15698.0,12980
719392833,0,45,3,3,2400.0,1311
789530208,0,54,2,2,2737.0,1619
709373883,0,37,5,1,19055.0,15091
779536233,0,47,4,1,1438.3,4669
816890883,0,35,2,3,21695.0,2266
712673283,0,36,4,2,1438.3,4886
708923658,0,41,3,2,7234.0,4466
712168833,0,52,1,3,2133.0,1426
714829683,0,43,2,3,10851.0,3688
713880633,1,53,2,2,5905.0,8883
756409758,0,44,2,5,3203.0,1433
716408058,0,56,2,3,2500.0,3673
711000933,0,50,2,2,4846.0,3724
788930358,0,42,4,2,2827.0,3891
778360608,0,42,1,3,2403.0,4186
788898933,0,42,4,2,2043.0,5198
778905033,0,45,5,5,1438.3,3889
807589908,0,47,5,2,1778.0,4189
720064158,0,51,3,2,1438.3,4323
712753758,0,57,1,4,2442.0,4313
713905608,0,56,3,2,8869.0,3270
712365483,0,51,1,2,9619.0,3690
718297683,1,59,1,0,4085.0,7597
771534408,0,52,2,3,2783.0,3897
771062733,0,44,2,2,4291.0,15511
767049258,0,44,4,3,8396.0,1475
718830183,0,46,1,2,23996.0,1339
755273658,0,52,2,3,2548.0,2055
720009558,0,33,2,1,34516.0,2574
713263758,0,53,1,2,2312.0,5085
768638208,0,50,2,1,3386.0,4890
715404783,0,43,4,3,6448.0,7546
710526633,0,47,2,3,2048.0,4855
713828208,0,47,2,2,8311.0,1895
767348733,0,56,2,3,4058.0,15865
716655858,0,38,2,3,34516.0,14036
710773533,0,43,3,3,2435.0,5268
718320933,0,47,3,3,11919.0,8257
708426483,0,56,2,6,5816.0,3534
718799958,0,60,1,3,13312.0,14336
717134058,0,65,1,1,5018.0,4028
712075083,1,50,4,3,6982.0,4830
713464983,0,45,2,3,4947.0,3479
715514133,1,44,4,3,2184.0,1973
712299858,0,62,1,3,2077.0,1365
788848458,0,40,5,1,2803.0,5089
824172258,0,34,2,1,4408.0,4495
715954158,1,48,3,2,2954.0,2433
815253708,0,46,2,2,2841.0,4144
779130108,1,33,0,2,1438.3,2527
711697158,0,60,0,2,1976.0,1498
715857183,0,46,2,3,4939.0,2150
771693933,0,62,1,6,2802.0,1757
822955008,1,63,1,3,9569.0,2287
787937058,0,58,0,2,12555.0,1291
718813833,0,44,3,2,10100.0,1052
717870108,0,46,4,4,1912.0,4841
712554183,0,65,2,3,3009.0,4070
714460683,0,65,0,3,3838.0,1467
718980633,0,38,2,3,6452.0,4835
709745508,1,58,2,4,2295.0,2140
721279083,0,53,4,3,5376.0,1840
714961383,0,48,3,3,1438.3,4182
720303933,0,40,2,1,3340.0,4526
813764283,0,39,3,1,17978.0,15657
712312908,0,47,4,2,2424.0,3890
720725883,0,34,2,2,2715.0,4177
714168183,0,48,2,3,2186.0,4629
771403008,0,52,2,1,7215.0,4409
710850633,0,65,0,2,2507.0,3325
757256358,0,45,3,3,3243.0,15710
716581983,0,56,0,2,4384.0,4792
717159858,0,27,1,2,2730.0,2319
784895358,1,49,1,3,1938.0,2870
779397183,0,42,2,1,3659.0,4068
714171108,0,48,3,2,2115.0,1223
787502883,0,60,1,2,34516.0,7443
787536933,0,44,3,2,1724.0,4768
712630608,0,43,2,3,6109.0,4430
719431608,0,63,0,1,3118.0,1291
711780108,0,46,4,3,4120.0,4792
717007458,0,46,2,3,2457.0,3256
708555633,0,32,1,3,3548.0,15157
719056833,0,55,1,1,2281.0,3968
789413958,0,53,1,2,11909.0,1938
771783333,1,49,1,2,2173.0,2379
720667383,0,39,2,3,3086.0,4684
779905008,1,54,4,2,1779.0,2660
714708183,0,58,2,3,30186.0,4070
712072908,0,48,4,3,2852.0,1382
718927533,0,45,3,2,24487.0,1512
716350008,0,52,1,2,2937.0,8235
716692683,0,31,1,1,9096.0,2318
789326808,0,26,0,1,8267.0,1917
792912708,0,45,5,1,15198.0,3183
714511758,0,45,4,3,6363.0,1542
714141108,0,52,1,3,6703.0,1388
712656783,1,49,1,4,8136.0,2179
720682308,0,59,0,1,5402.0,4770
720379533,1,47,3,3,3952.0,2066
714618333,0,39,2,2,9843.0,1402
719343633,0,48,3,3,8892.0,4900
711240108,0,41,2,2,13116.0,4800
797643708,0,47,1,1,27858.0,1772
712392108,0,51,3,2,10305.0,1451
752666508,0,41,4,3,34516.0,1005
715694433,0,51,1,3,4248.0,13958
710641008,0,44,2,3,8685.0,2473
720147633,0,61,1,2,11915.0,1956
708474333,0,42,3,3,12294.0,7906
714022833,1,42,2,3,17909.0,5977
801056358,0,51,1,1,13287.0,3851
826513233,0,54,3,2,3796.0,2069
718843608,0,36,2,2,8917.0,3327
720689583,0,50,3,3,3367.0,5657
711557508,0,51,2,3,3532.0,4066
716122008,1,44,3,3,1855.0,2544
709436883,0,56,2,2,2941.0,5000
720198183,0,42,5,3,2437.0,8028
710357208,0,49,4,3,8561.0,7341
757675158,0,47,4,2,2725.0,4904
719602908,1,42,2,3,5667.0,2064
806752533,0,27,1,1,2965.0,2553
790123983,0,50,2,2,2974.0,4297
719475633,0,42,3,2,13908.0,4319
713980383,1,49,3,2,11025.0,1902
784734258,0,56,2,2,5084.0,4060
815515158,0,49,2,1,2147.0,4240
721028283,0,40,4,1,11494.0,3353
713422083,1,30,0,3,1574.0,2560
717234183,0,29,1,1,2710.0,1718
818930808,0,36,2,2,2754.0,3937
718063083,0,40,2,1,6500.0,4738
789154833,0,56,3,2,19030.0,4137
767388783,0,43,3,3,9560.0,4601
712612233,0,35,4,3,8717.0,2067
720179883,0,40,4,3,1962.0,1179
719632683,0,40,3,3,2583.0,4500
717578358,0,49,4,1,8162.0,4334
710307933,0,32,0,3,2917.0,2471
712049208,0,56,3,1,3955.0,1238
716102583,0,63,1,1,2675.0,1959
711146358,0,39,1,3,3358.0,1759
715030308,0,42,4,1,1503.0,4680
778433283,1,51,3,3,8989.0,2031
716822583,0,39,2,2,5245.0,3648
711608958,0,50,1,1,2071.0,4092
794627208,0,43,1,3,7189.0,1935
713442933,0,49,3,3,3114.0,5219
716961033,0,48,3,3,3520.0,3630
714893733,0,55,1,3,16794.0,1917
715061733,0,42,3,1,11698.0,3539
827901183,0,51,2,2,5118.0,14593
816319008,0,52,2,3,13276.0,1901
710040483,0,37,3,2,14485.0,3895
788107683,0,35,4,2,5325.0,1814
720943308,0,47,3,1,30498.0,16202
719679858,0,58,2,2,2848.0,1135
716014983,0,56,3,5,8340.0,3755
779098308,0,51,2,3,15048.0,7592
718894233,0,53,2,2,2956.0,2116
718561458,0,54,1,1,20050.0,1306
712013808,0,44,4,3,2717.0,4196
712868733,0,60,0,1,2595.0,1562
712986483,0,32,3,5,15412.0,3993
718734408,0,57,2,4,2428.0,4823
713827383,0,65,1,2,3198.0,1936
708874533,1,45,2,3,3387.0,510
720267033,0,34,4,3,5100.0,2375
716147658,0,49,2,3,2464.0,4739
717954333,0,39,2,2,1781.0,5093
772248408,0,40,3,1,2694.0,3366
721114458,0,46,4,2,34516.0,14319
718415133,0,38,1,1,11352.0,1601
711508608,0,50,1,5,3069.0,4351
789643383,0,49,2,3,13435.0,3575
808796208,0,54,2,3,5476.0,1532
718492908,0,38,3,2,3297.0,4636
714337233,1,43,2,2,10388.0,10294
807161508,0,26,1,3,2590.0,2804
718661958,0,41,3,1,34516.0,13083
778865583,0,46,3,2,6954.0,7510
787464408,0,53,2,2,19116.0,1184
712881483,0,55,1,3,9959.0,2041
716948283,0,58,1,3,9890.0,3497
719226333,0,44,4,3,11042.0,1140
784891458,0,55,1,3,28751.0,1502
772207683,0,34,2,3,8940.0,14459
721150833,0,37,1,2,5110.0,3028
716041908,0,54,1,2,2082.0,4383
770596458,1,45,2,3,2704.0,2362
715670058,0,50,3,2,34516.0,3806
788610258,0,49,4,2,9652.0,3762
708123033,0,41,3,1,11463.0,14511
799720158,0,50,1,3,3370.0,4726
710865633,0,41,2,2,12301.0,1307
717893358,0,43,3,1,7951.0,4452
714547458,0,65,0,3,2297.0,1941
818923158,0,55,2,2,2145.0,1275
710784333,0,57,2,2,23700.0,1644
716630508,0,58,3,2,12698.0,4425
709742958,0,45,5,1,15626.0,3386
709085358,0,36,1,3,2601.0,2542
819969933,0,43,2,2,5070.0,4193
713738883,0,57,3,2,3136.0,1260
709000008,0,45,3,2,10651.0,2073
779974758,0,51,2,3,8706.0,3203
720473433,0,59,1,1,2621.0,4955
718110858,1,42,4,3,1606.0,2628
719329983,0,42,3,1,15648.0,13784
809608533,0,49,4,3,18206.0,1439
709858533,0,29,2,1,2462.0,2320
717483558,0,42,3,1,19156.0,3547
709314408,0,39,2,3,4938.0,4516
719038008,0,48,4,2,1705.0,4862
716742483,0,38,1,3,7504.0,7525
711062958,0,43,3,2,4121.0,3462
708564858,1,33,2,1,34516.0,9338
826709658,1,45,3,3,1477.0,2214
711258108,0,54,1,3,2821.0,1419
826410708,0,40,4,2,22956.0,5554
708478233,0,48,3,2,5573.0,4348
821149008,1,52,2,2,34516.0,1661
717757608,0,53,2,1,34516.0,8938
710849208,0,47,2,3,34516.0,14738
826069983,0,46,4,0,13376.0,4515
718191483,0,45,3,3,5065.0,3555
771488583,0,46,1,2,3569.0,4186
718088133,0,40,3,1,2348.0,1901
793336383,0,47,1,3,2709.0,4915
714735033,0,45,5,2,1438.3,4376
712242633,0,42,2,1,2677.0,3911
815353083,1,44,1,3,34516.0,1853
715588908,0,42,4,2,6158.0,3132
713964858,0,51,2,2,2792.0,4074
718243533,0,48,3,3,2648.0,3880
770774133,0,53,3,2,34516.0,4826
789911808,0,37,3,2,2672.0,2487
710621283,0,50,2,1,10733.0,3910
710142258,0,53,2,2,1820.0,4665
758802333,0,40,2,1,20891.0,14641
713663508,1,58,0,2,1438.3,1088
718425333,0,45,4,1,26819.0,14450
715612983,0,65,1,2,6463.0,2336
716334258,0,49,3,1,5238.0,1834
778268508,0,56,2,2,5261.0,4448
715124958,0,50,3,2,24742.0,1306
716493408,0,45,4,3,15875.0,1592
