Attrition_Flag,Marital_Status,Education_Level,Customer_Age,Dependent_count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1
0,Married,Graduate,53,2,2,6174.0,1421,0.669
0,Single,High School,44,4,2,6882.0,1930,0.915
1,Married,Graduate,55,2,3,1809.0,0,0.569
0,Divorced,Uneducated,47,2,4,13878.0,2222,0.853
0,Married,High School,51,3,1,3025.0,1912,0.674
0,Married,Graduate,50,2,1,3126.0,0,0.8240000000000001
1,Single,High School,38,4,3,1438.3,0,0.406
0,Married,Unknown,53,3,3,2192.0,1146,0.622
0,Single,Uneducated,51,2,2,34516.0,888,1.2990000000000002
0,Single,High School,38,3,3,1939.0,1484,0.5760000000000001
0,Married,Post-Graduate,46,4,2,2219.0,1180,0.768
0,Married,Unknown,42,2,1,5928.0,2517,0.8170000000000001
0,Single,College,56,3,1,1438.3,0,0.76
0,Married,Graduate,39,2,3,3281.0,1272,0.799
1,Married,Graduate,55,2,2,4697.0,0,0.544
0,Single,Graduate,51,3,1,34516.0,1913,0.851
0,Married,Unknown,26,0,2,30928.0,2005,0.52
1,Unknown,High School,34,3,1,1438.3,0,0.6890000000000001
1,Married,Uneducated,38,4,2,5768.0,0,0.924
0,Married,Doctorate,56,5,2,11281.0,2118,0.534
0,Single,Graduate,55,3,1,3187.0,1437,0.79
1,Single,Uneducated,49,3,2,2655.0,2283,0.7509999999999999
0,Single,High School,37,3,3,6590.0,0,0.7140000000000001
0,Married,High School,54,1,3,3251.0,1919,0.56
0,Single,Graduate,40,4,1,14315.0,690,1.32
0,Single,Graduate,52,2,2,2904.0,2517,0.586
0,Single,Unknown,53,3,1,22938.0,1700,0.636
0,Single,Graduate,43,2,2,3226.0,2145,0.644
0,Single,High School,48,4,1,8135.0,0,1.3730000000000002
0,Married,Uneducated,38,1,3,12621.0,912,0.64
0,Single,Graduate,39,1,3,2255.0,1258,0.96
0,Married,College,50,1,2,2418.0,1720,1.019
0,Single,Post-Graduate,49,3,1,34516.0,1323,0.934
0,Single,Graduate,45,4,3,15578.0,0,0.716
1,Married,High School,42,5,2,1866.0,0,0.7979999999999999
0,Married,Uneducated,42,4,2,34516.0,1420,0.848
1,Married,Unknown,44,4,3,1691.0,1327,0.774
0,Married,High School,58,1,1,1957.0,1152,0.899
1,Married,High School,36,3,3,2977.0,1340,0.507
1,Divorced,College,43,2,1,34516.0,0,0.536
1,Married,High School,50,4,3,2690.0,1614,0.513
0,Married,Uneducated,49,3,3,2960.0,1835,0.532
0,Married,Doctorate,48,5,1,5814.0,1176,0.627
0,Married,High School,37,2,1,5245.0,1044,0.6729999999999999
1,Married,High School,50,3,2,2897.0,1506,0.618
1,Single,Graduate,48,3,3,1899.0,671,0.736
0,Divorced,College,33,4,2,9857.0,0,0.6990000000000001
1,Single,Graduate,53,2,3,2121.0,0,0.618
0,Single,Graduate,60,1,2,3334.0,1151,0.752
0,Single,High School,35,2,2,27389.0,1250,0.6409999999999999
0,Married,High School,57,3,2,1511.0,0,0.6779999999999999
0,Single,Graduate,42,4,3,9396.0,1870,0.7140000000000001
0,Single,Doctorate,47,5,1,8896.0,1338,0.741
0,Single,High School,52,2,2,28186.0,1308,0.679
1,Married,College,52,3,2,3474.0,0,0.735
1,Divorced,High School,43,3,2,1662.0,613,0.868
0,Married,Unknown,44,3,1,19897.0,2232,0.672
0,Married,College,45,3,3,4602.0,1517,1.2919999999999998
1,Married,College,42,4,3,4139.0,0,0.547
0,Single,High School,44,4,3,7881.0,2517,0.738
0,Single,Graduate,27,1,3,10284.0,787,0.7390000000000001
0,Single,Uneducated,46,3,1,26977.0,1961,0.6409999999999999
0,Married,Unknown,51,0,1,3797.0,1202,0.695
0,Married,High School,60,2,3,3460.0,2517,1.144
0,Unknown,Uneducated,48,1,4,1438.3,1218,0.752
0,Single,Graduate,45,5,2,2718.0,1474,0.71
0,Single,Unknown,50,2,3,24533.0,1813,0.745
0,Single,Uneducated,39,3,2,2844.0,2065,0.638
0,Married,Graduate,56,3,1,7234.0,2055,0.703
0,Married,Graduate,45,1,3,2493.0,1655,0.907
1,Married,Doctorate,52,3,3,34516.0,550,0.674
0,Single,College,36,1,3,1888.0,0,0.928
0,Divorced,Graduate,41,3,2,1438.3,0,0.735
0,Single,High School,58,2,3,7372.0,1210,0.946
0,Single,Uneducated,54,1,1,34516.0,0,0.452
0,Unknown,Graduate,46,3,3,28829.0,0,0.4629999999999999
0,Married,Graduate,45,2,2,30428.0,1721,0.7170000000000001
0,Single,Uneducated,37,3,2,11277.0,1747,0.503
0,Unknown,Graduate,57,1,1,1438.3,641,0.66
0,Single,Post-Graduate,38,1,2,2256.0,0,0.713
0,Divorced,High School,34,2,6,2426.0,0,0.888
0,Married,College,52,0,2,4597.0,1905,0.906
0,Single,Unknown,50,2,2,2528.0,1689,0.514
0,Married,College,57,3,3,14270.0,0,0.3979999999999999
1,Single,High School,60,0,5,10882.0,2517,0.266
0,Married,Graduate,53,1,2,7832.0,1784,0.711
0,Married,Unknown,45,4,1,11498.0,1577,0.7559999999999999
1,Married,High School,59,1,2,6705.0,0,0.7490000000000001
1,Divorced,Doctorate,46,3,3,8258.0,1771,0.0
0,Single,Graduate,47,3,3,5116.0,1468,0.91
0,Single,Uneducated,32,1,2,3371.0,1530,0.828
0,Married,High School,49,4,1,34516.0,1634,0.768
0,Married,Graduate,41,3,2,17277.0,2151,0.701
0,Single,Unknown,49,5,2,20895.0,1808,0.5720000000000001
0,Married,High School,47,4,2,4490.0,1989,0.604
0,Single,College,55,2,2,5719.0,892,0.589
0,Single,Uneducated,46,3,4,1910.0,1431,0.851
1,Married,Uneducated,42,2,3,3032.0,0,0.429
1,Single,Unknown,45,4,3,2858.0,0,1.058
0,Married,College,56,1,1,4088.0,1557,1.248
0,Married,College,41,2,1,3306.0,706,0.8140000000000001
0,Married,Graduate,33,2,3,3731.0,0,0.767
0,Unknown,Doctorate,47,3,3,4072.0,1594,0.6779999999999999
0,Unknown,Graduate,44,3,2,2978.0,2134,0.579
0,Divorced,High School,42,1,2,11946.0,1172,0.614
1,Married,Graduate,58,2,3,4085.0,2238,0.568
1,Married,Graduate,57,2,3,2796.0,0,0.7290000000000001
0,Single,College,44,3,1,3269.0,0,0.797
1,Single,Unknown,44,1,3,3517.0,0,0.634
0,Divorced,College,26,1,3,1438.3,0,0.745
0,Divorced,High School,40,3,1,4464.0,1418,0.92
0,Divorced,High School,40,3,1,2555.0,2117,1.0490000000000002
0,Married,High School,36,3,1,7056.0,0,0.815
0,Married,Graduate,61,1,3,3359.0,1405,0.684
1,Married,High School,56,4,2,4535.0,0,0.831
0,Married,College,40,2,4,7840.0,0,0.726
0,Married,Unknown,37,2,3,2023.0,1587,0.647
0,Single,Unknown,46,1,2,11840.0,1295,0.84
1,Single,Graduate,55,3,4,4178.0,0,0.882
0,Married,College,39,1,2,2283.0,1053,0.8540000000000001
0,Married,Post-Graduate,38,3,3,3317.0,2517,0.862
0,Divorced,Uneducated,53,3,1,2383.0,1516,0.857
0,Single,Graduate,38,1,0,16665.0,1147,0.799
0,Single,Uneducated,60,0,3,2402.0,1728,0.652
0,Single,Graduate,39,3,3,19074.0,0,0.804
0,Divorced,Uneducated,53,1,1,15248.0,1242,0.725
0,Married,Uneducated,52,3,1,21877.0,1073,0.908
1,Single,High School,63,0,3,1856.0,0,0.5
0,Married,Post-Graduate,32,3,3,3174.0,2084,0.636
1,Married,Graduate,52,3,2,3841.0,2517,0.841
0,Married,Uneducated,39,4,4,1438.3,0,0.797
0,Single,Doctorate,62,2,3,6797.0,1428,0.747
1,Married,College,46,3,3,13344.0,1907,0.8320000000000001
0,Single,Unknown,42,3,1,6275.0,0,0.79
0,Married,Unknown,40,4,1,2712.0,0,0.835
0,Married,Graduate,54,2,3,2156.0,1134,0.669
0,Married,High School,65,0,2,6088.0,2145,1.371
0,Married,Unknown,50,2,3,2046.0,0,0.936
0,Married,Uneducated,35,2,2,5825.0,1815,1.132
0,Married,Unknown,48,3,6,6805.0,1448,0.836
0,Married,High School,47,3,2,16138.0,1249,1.01
0,Married,Graduate,51,1,3,2002.0,1248,0.502
0,Married,Graduate,58,3,2,6765.0,0,0.7390000000000001
0,Single,High School,65,1,3,4010.0,1504,0.7659999999999999
0,Single,Unknown,57,1,3,19090.0,0,0.53
0,Married,Uneducated,54,1,2,3181.0,2087,0.752
1,Single,Graduate,32,1,3,2761.0,0,1.047
0,Single,Graduate,50,3,3,1848.0,501,0.653
0,Married,Uneducated,48,4,3,33791.0,0,0.7120000000000001
0,Married,Unknown,52,3,3,2280.0,1170,0.603
1,Single,Graduate,41,3,3,5655.0,1154,0.7020000000000001
0,Single,Unknown,40,2,2,3569.0,1054,0.775
1,Single,Doctorate,48,4,3,6572.0,417,0.584
0,Married,Graduate,53,3,1,7290.0,2151,0.583
0,Married,Graduate,50,1,3,4702.0,0,0.578
0,Married,College,47,4,1,8854.0,2382,0.67
0,Single,Graduate,49,5,1,7801.0,2018,0.684
0,Married,High School,42,5,2,4162.0,1641,0.7190000000000001
0,Married,Graduate,42,3,2,2797.0,1943,0.899
0,Married,College,35,3,3,6921.0,2159,0.895
0,Married,Graduate,58,1,4,1654.0,1253,0.508
0,Single,College,40,4,1,7291.0,2517,0.83
0,Single,Post-Graduate,41,1,2,10266.0,1390,0.593
0,Single,Unknown,47,5,2,13241.0,0,1.002
0,Married,Graduate,44,2,3,12230.0,1196,0.62
0,Divorced,Uneducated,56,1,1,3730.0,0,0.732
0,Married,Graduate,65,0,3,2541.0,1616,0.417
0,Married,College,42,1,2,26750.0,1204,0.428
0,Married,Unknown,30,0,3,5146.0,1773,0.879
0,Divorced,Post-Graduate,46,4,1,1752.0,611,0.465
0,Married,Uneducated,40,3,1,2490.0,2225,0.5660000000000001
0,Single,Unknown,49,3,3,3261.0,814,0.85
0,Single,Graduate,59,0,3,17218.0,1829,0.638
0,Divorced,Graduate,47,2,1,16741.0,1225,0.6409999999999999
1,Unknown,Post-Graduate,35,3,1,17030.0,1911,0.528
0,Single,Unknown,35,0,1,17236.0,0,0.958
0,Single,High School,62,0,3,21329.0,2119,0.644
0,Married,College,56,2,3,3119.0,1778,1.01
0,Married,Uneducated,42,3,3,19192.0,1507,0.594
0,Single,High School,45,4,2,1502.0,0,0.7390000000000001
0,Divorced,Graduate,37,3,2,5987.0,1405,0.952
0,Single,Uneducated,45,5,2,20633.0,1989,0.67
0,Married,Post-Graduate,45,3,1,4409.0,1753,0.55
0,Married,Uneducated,63,1,2,24571.0,1955,1.1740000000000002
0,Single,Unknown,42,4,3,7260.0,713,0.833
0,Married,Graduate,57,2,3,17925.0,1909,0.7120000000000001
0,Married,Uneducated,34,2,1,1438.3,708,1.212
0,Divorced,College,32,1,3,34516.0,0,0.845
0,Single,Uneducated,43,2,2,1736.0,1513,0.8290000000000001
0,Married,Graduate,46,2,2,7949.0,1514,0.857
0,Divorced,Graduate,43,3,3,5479.0,1183,0.596
0,Divorced,Graduate,26,0,1,21084.0,2517,0.763
1,Married,Unknown,31,2,1,8149.0,0,0.331
0,Unknown,Post-Graduate,49,5,1,4568.0,0,0.979
1,Married,College,45,3,2,2330.0,2294,0.456
0,Married,High School,52,2,2,5616.0,2410,0.962
0,Married,Doctorate,55,2,1,4370.0,0,0.7909999999999999
0,Married,Graduate,39,3,3,3478.0,0,0.65
1,Single,Graduate,46,2,2,5054.0,2517,0.605
1,Married,Uneducated,40,3,2,3616.0,1151,0.687
0,Single,Graduate,64,1,3,1861.0,1677,0.742
0,Single,College,48,4,1,5033.0,0,0.597
0,Single,Graduate,47,3,2,34516.0,933,0.946
0,Single,Graduate,42,3,2,1438.3,0,0.46
0,Single,Graduate,59,0,2,1638.0,0,0.5329999999999999
0,Single,Post-Graduate,50,1,2,1438.3,851,0.983
1,Single,High School,57,3,3,2347.0,1900,0.845
0,Married,Graduate,51,3,3,3458.0,1989,0.7070000000000001
0,Married,Graduate,45,4,5,10677.0,0,0.905
0,Married,Graduate,53,2,2,2046.0,1260,0.768
0,Married,Unknown,65,0,2,7427.0,1303,0.61
0,Married,College,52,1,3,2066.0,1601,0.742
0,Married,Uneducated,36,4,2,2517.0,1336,0.755
0,Married,Graduate,61,1,2,3102.0,2091,0.7040000000000001
0,Single,High School,47,3,1,5630.0,748,0.804
0,Married,High School,46,3,2,10901.0,1874,0.608
0,Single,College,48,1,3,34516.0,1629,0.815
1,Single,College,43,5,3,11508.0,0,1.005
0,Married,High School,43,2,2,3125.0,2517,0.73
0,Single,Uneducated,64,1,3,2571.0,1210,0.972
0,Married,Graduate,37,3,3,4554.0,780,0.6579999999999999
0,Divorced,Graduate,45,3,1,34516.0,1509,0.728
1,Married,Unknown,38,1,1,9664.0,1983,0.873
0,Unknown,Uneducated,26,0,2,34516.0,2403,0.623
0,Single,High School,43,2,2,13165.0,1255,0.81
1,Unknown,Graduate,48,3,3,1438.3,0,0.736
0,Married,Unknown,39,4,3,1827.0,0,0.563
1,Single,High School,57,3,4,8389.0,1960,0.384
0,Married,Graduate,44,3,1,1480.0,1017,1.008
0,Single,High School,52,2,3,34516.0,2517,0.685
1,Single,Unknown,55,2,2,34516.0,1783,0.821
0,Married,Doctorate,33,2,2,2748.0,1867,0.816
0,Single,High School,29,1,1,3318.0,927,0.934
0,Married,Graduate,38,3,2,10343.0,2070,0.747
0,Married,Doctorate,52,3,2,5376.0,804,0.51
0,Married,Graduate,40,5,2,2114.0,1618,0.664
0,Single,Graduate,39,1,2,10074.0,2517,0.77
0,Unknown,Doctorate,60,0,2,16541.0,1428,0.846
0,Married,Uneducated,36,1,1,2611.0,537,0.848
0,Married,Graduate,40,3,1,7582.0,1942,0.823
1,Married,Graduate,45,3,2,18432.0,484,0.557
0,Unknown,High School,57,1,1,2542.0,1884,0.715
1,Married,Uneducated,49,4,3,1567.0,0,0.424
0,Married,College,49,5,3,3970.0,892,0.772
1,Married,Uneducated,45,3,3,9234.0,0,0.629
0,Married,Uneducated,52,2,1,1438.3,0,0.529
0,Married,Post-Graduate,51,2,2,3173.0,2517,0.708
0,Single,Uneducated,50,2,2,1780.0,893,0.609
0,Married,Uneducated,50,3,2,2615.0,1404,0.503
0,Married,Unknown,57,2,3,18871.0,1740,1.727
0,Married,High School,50,1,3,5384.0,1396,0.7559999999999999
0,Married,Graduate,57,4,3,8466.0,1886,0.56
0,Married,Graduate,50,1,1,4143.0,1888,0.561
0,Single,Graduate,64,0,4,1873.0,468,1.154
0,Single,Unknown,47,4,3,5762.0,1890,0.938
0,Married,College,39,2,1,2901.0,2143,0.948
1,Married,Graduate,50,2,3,12906.0,321,0.76
1,Unknown,High School,40,4,2,7316.0,1335,0.563
0,Single,High School,37,3,2,5699.0,1006,0.7340000000000001
0,Married,College,48,3,1,2592.0,0,0.767
0,Married,Uneducated,35,2,1,2664.0,0,1.071
0,Single,Uneducated,42,4,3,10091.0,0,1.121
0,Single,High School,44,3,2,8512.0,1471,0.867
0,Married,High School,45,3,5,17072.0,1519,0.831
1,Married,Post-Graduate,37,4,3,1586.0,0,0.497
0,Divorced,Graduate,48,2,2,2998.0,1789,0.807
0,Single,Graduate,43,4,2,5781.0,1168,0.638
1,Unknown,Unknown,47,4,4,7953.0,0,1.031
0,Married,Doctorate,48,2,2,9074.0,1648,0.727
0,Married,Unknown,48,5,1,2876.0,1628,0.631
0,Married,Uneducated,45,4,1,3111.0,2290,1.612
1,Single,High School,40,4,2,1554.0,412,0.568
0,Unknown,College,60,0,3,3076.0,2257,0.795
0,Single,Unknown,56,2,2,14344.0,2014,0.726
0,Single,Graduate,59,1,3,2636.0,1619,0.565
0,Single,Uneducated,54,3,1,11975.0,1542,0.77
0,Married,College,54,2,1,28465.0,0,0.696
0,Single,College,60,0,3,34516.0,1388,0.7909999999999999
0,Married,Post-Graduate,59,0,2,1479.0,601,0.607
1,Single,Unknown,55,2,3,10241.0,1545,0.581
0,Single,High School,39,2,2,2751.0,2258,0.634
0,Married,Uneducated,55,2,3,3025.0,2376,1.252
0,Married,Graduate,64,0,1,7646.0,1010,0.421
0,Married,Graduate,46,4,1,16227.0,917,0.479
0,Single,Unknown,51,1,3,3554.0,1563,0.893
0,Single,High School,44,3,3,34516.0,1259,0.547
0,Married,High School,42,3,3,5640.0,0,0.77
1,Married,Unknown,48,2,2,12073.0,0,0.541
1,Single,Unknown,41,2,2,1438.3,834,0.407
0,Single,Graduate,53,4,1,4737.0,1649,0.748
0,Married,Uneducated,51,3,3,2238.0,1300,1.071
0,Single,High School,52,2,1,34516.0,1882,0.743
0,Divorced,Graduate,34,3,4,4670.0,0,0.883
0,Married,Uneducated,51,1,2,3553.0,0,0.8440000000000001
0,Divorced,Unknown,46,3,2,16284.0,0,0.889
0,Married,Uneducated,44,1,2,1953.0,1762,0.743
0,Single,College,58,1,5,1552.0,0,0.762
0,Unknown,Graduate,45,3,4,8858.0,1359,0.741
1,Married,High School,56,1,2,3674.0,2517,0.8540000000000001
0,Married,College,40,4,2,15471.0,1291,0.6509999999999999
0,Married,Graduate,63,1,1,2619.0,1779,1.259
0,Single,Graduate,43,2,1,13430.0,2356,0.718
0,Single,Post-Graduate,29,0,2,5076.0,1223,0.83
0,Single,Graduate,58,3,3,2669.0,2048,0.725
0,Single,Graduate,40,2,2,1538.0,0,0.706
0,Married,Unknown,53,3,3,2464.0,2116,0.7440000000000001
0,Single,Unknown,30,0,3,23760.0,1349,0.961
1,Married,College,43,4,2,7706.0,392,0.764
0,Unknown,College,42,4,3,3092.0,1115,0.802
0,Single,Uneducated,57,2,3,19482.0,1072,0.706
0,Married,College,58,3,3,2493.0,1566,0.767
1,Married,Post-Graduate,51,3,2,34516.0,989,1.021
0,Single,College,43,3,2,4559.0,1664,0.871
0,Married,Unknown,41,4,3,2934.0,933,0.898
0,Single,College,39,1,1,34516.0,1260,0.877
0,Single,High School,44,3,2,1980.0,823,0.861
0,Married,Unknown,36,2,3,2029.0,1190,0.628
0,Married,College,42,3,1,7226.0,1889,0.6609999999999999
0,Divorced,Graduate,37,0,3,1920.0,0,0.688
0,Married,Graduate,36,3,2,2328.0,1953,0.599
0,Single,Uneducated,33,1,3,8398.0,1875,0.727
0,Single,Graduate,53,2,2,6074.0,0,0.6970000000000001
0,Married,Graduate,46,3,3,3115.0,1136,0.499
1,Married,High School,68,0,3,1438.3,900,0.743
1,Married,College,48,3,3,3430.0,2517,0.8690000000000001
0,Single,Graduate,43,3,3,2434.0,1169,0.6890000000000001
0,Married,Graduate,45,3,1,4010.0,2517,0.71
0,Single,Graduate,47,5,3,11760.0,2306,0.616
1,Married,Post-Graduate,43,2,3,1438.3,0,1.004
0,Single,High School,40,5,2,2984.0,1879,0.675
0,Married,Unknown,43,3,3,3755.0,1591,0.883
1,Married,Unknown,53,3,3,2819.0,0,0.4
1,Married,Graduate,48,1,3,1942.0,860,0.708
0,Married,High School,48,2,2,14581.0,2517,0.7759999999999999
0,Married,Graduate,47,3,1,6602.0,1224,0.665
0,Single,High School,41,2,3,28422.0,1258,0.672
0,Unknown,Unknown,47,1,1,2797.0,1802,0.675
1,Single,High School,26,0,2,1730.0,1616,0.331
0,Married,Graduate,57,2,3,4698.0,984,0.373
0,Married,Graduate,38,1,1,7234.0,0,0.899
1,Unknown,High School,43,5,3,1504.0,0,0.987
0,Divorced,Graduate,59,0,2,2228.0,1502,0.7190000000000001
0,Single,High School,55,1,3,5379.0,962,0.8270000000000001
1,Single,Graduate,54,2,3,12342.0,0,0.431
0,Single,Graduate,39,2,1,7093.0,2517,0.745
0,Single,Graduate,29,1,2,13613.0,1172,0.657
0,Married,College,57,2,3,6584.0,1817,0.62
0,Single,High School,54,0,3,20882.0,1525,0.828
0,Married,Graduate,44,3,2,21242.0,819,0.499
0,Married,High School,29,0,1,1458.0,671,1.5830000000000002
0,Single,Graduate,59,1,3,2136.0,1502,0.648
0,Married,Unknown,48,3,1,6197.0,1219,0.552
1,Single,Post-Graduate,41,3,3,2067.0,1966,0.91
0,Single,High School,52,4,2,7469.0,2338,0.441
0,Married,Uneducated,41,1,4,2235.0,1688,0.631
0,Married,Uneducated,56,1,1,17450.0,2193,0.419
0,Married,Graduate,57,1,2,1665.0,983,0.889
0,Married,High School,56,2,2,1978.0,0,0.6409999999999999
0,Married,Graduate,45,3,1,8829.0,901,0.825
0,Single,College,57,3,1,7469.0,1752,0.923
1,Single,High School,46,3,0,13092.0,1962,0.6859999999999999
0,Married,Post-Graduate,47,2,1,3888.0,1663,0.664
1,Single,Graduate,63,0,6,1931.0,1531,0.778
0,Single,Uneducated,34,3,2,8698.0,874,0.708
1,Single,Graduate,59,1,5,15633.0,0,0.984
0,Unknown,Unknown,38,3,1,32866.0,2098,0.5489999999999999
1,Married,College,46,3,3,1804.0,0,0.537
0,Married,Graduate,44,2,2,19141.0,1933,1.05
0,Married,Doctorate,44,3,3,1975.0,1264,0.6709999999999999
0,Married,Uneducated,44,4,3,34516.0,1043,0.69
0,Single,High School,58,1,1,5579.0,0,0.481
0,Married,Unknown,49,1,2,5714.0,868,0.636
0,Married,Unknown,33,1,2,9819.0,1200,0.602
0,Single,High School,39,0,3,3927.0,720,0.63
0,Unknown,Graduate,46,2,2,3003.0,1454,0.595
0,Married,High School,54,2,2,9519.0,1936,0.929
0,Unknown,High School,45,1,4,4406.0,1247,1.037
0,Married,Graduate,35,2,2,4408.0,1463,0.728
1,Single,High School,53,3,3,1714.0,0,0.6609999999999999
0,Single,High School,39,2,3,1438.3,855,0.662
0,Single,Uneducated,53,2,1,14839.0,2226,0.828
0,Married,High School,54,0,1,16286.0,1710,1.223
0,Married,Unknown,44,4,1,2440.0,1501,0.7440000000000001
0,Married,High School,38,2,1,5815.0,1698,0.8959999999999999
0,Divorced,Graduate,50,3,1,34516.0,2381,0.748
0,Single,Uneducated,29,1,3,11522.0,1203,0.847
0,Married,Uneducated,34,1,2,10488.0,1636,0.6809999999999999
0,Unknown,Graduate,44,4,3,26856.0,0,0.581
0,Single,Unknown,50,2,1,1857.0,1603,0.579
0,Single,College,47,2,2,4822.0,1882,0.833
0,Married,Unknown,41,4,1,1950.0,998,0.619
1,Single,College,47,4,2,2263.0,0,0.752
0,Unknown,Uneducated,44,1,2,1555.0,0,0.583
1,Single,Uneducated,57,3,0,1438.3,0,0.429
0,Single,Graduate,51,3,2,29663.0,1743,0.667
0,Married,Uneducated,32,1,2,3535.0,1964,0.6609999999999999
1,Married,High School,48,4,3,2913.0,0,1.058
0,Single,Post-Graduate,31,0,3,26423.0,0,0.6709999999999999
0,Married,Doctorate,50,1,3,34516.0,2517,0.778
0,Unknown,College,40,3,2,4802.0,1701,0.532
0,Married,Graduate,44,3,2,31699.0,1976,0.8109999999999999
0,Married,High School,42,3,3,4540.0,2517,0.89
0,Married,Graduate,35,1,4,5801.0,1176,1.12
0,Single,College,29,1,3,7010.0,2103,1.007
0,Single,High School,50,3,3,1477.0,0,0.685
0,Married,Unknown,55,2,3,14938.0,0,0.49
1,Divorced,College,45,2,3,3076.0,0,0.7340000000000001
1,Single,Graduate,35,0,3,2300.0,0,0.877
0,Married,Graduate,42,2,6,4311.0,822,0.722
1,Married,Graduate,52,2,3,2160.0,0,0.645
0,Married,High School,55,2,3,3096.0,2217,0.799
0,Single,Uneducated,43,4,1,34516.0,1742,0.6609999999999999
1,Married,Post-Graduate,49,3,3,13382.0,1159,0.4039999999999999
0,Married,Unknown,63,1,3,10215.0,1010,0.843
0,Single,Graduate,55,2,1,34516.0,1718,0.51
0,Single,Graduate,53,4,5,2300.0,0,0.655
0,Divorced,Graduate,41,4,3,1919.0,867,0.741
0,Single,High School,52,4,3,9078.0,1194,0.745
0,Single,Unknown,49,4,2,5195.0,0,1.135
0,Married,High School,46,3,2,4916.0,1122,0.659
0,Single,Graduate,41,3,1,16443.0,1363,0.688
0,Married,Unknown,49,3,1,2191.0,1414,0.635
0,Married,Unknown,36,3,2,13080.0,0,0.685
0,Single,Graduate,61,1,2,3466.0,1444,0.653
0,Single,Graduate,43,2,2,34427.0,1613,0.7040000000000001
0,Married,Unknown,47,3,1,1634.0,1463,0.873
0,Married,Doctorate,41,2,3,32250.0,1289,0.703
0,Married,Post-Graduate,41,4,3,18001.0,906,0.62
0,Married,Graduate,40,1,1,8749.0,1654,0.695
0,Married,Unknown,43,1,1,21165.0,735,0.624
0,Married,College,36,3,2,17116.0,939,1.575
0,Divorced,Graduate,36,3,2,8995.0,1547,0.923
0,Divorced,High School,45,3,1,17576.0,0,0.667
0,Single,Graduate,45,1,1,6022.0,1433,0.955
0,Single,High School,57,1,1,7976.0,585,0.925
0,Unknown,Uneducated,39,1,3,9511.0,2220,0.7120000000000001
0,Married,Graduate,38,1,3,7475.0,1473,0.775
0,Single,Uneducated,26,0,3,2665.0,1567,0.586
1,Single,Uneducated,59,2,5,2699.0,2422,0.773
0,Single,College,54,5,1,20401.0,0,0.723
1,Single,Doctorate,55,3,1,20865.0,0,0.8809999999999999
0,Married,Graduate,53,4,2,3924.0,2517,0.511
0,Married,Unknown,41,4,1,34516.0,1559,0.759
0,Single,High School,49,4,3,15569.0,1554,0.436
0,Married,Graduate,54,3,3,1655.0,0,0.7659999999999999
0,Married,Unknown,43,2,3,2248.0,1853,0.6659999999999999
0,Unknown,Doctorate,42,2,1,10074.0,1079,0.813
0,Single,High School,26,0,3,3517.0,1195,0.556
0,Married,Graduate,61,1,2,3264.0,1348,0.7559999999999999
0,Single,Graduate,43,4,1,6548.0,1244,0.667
0,Married,College,40,5,1,2448.0,1693,0.502
0,Unknown,High School,41,3,2,1867.0,970,0.828
1,Married,Uneducated,42,4,3,5195.0,468,0.5670000000000001
0,Married,High School,63,1,1,12766.0,0,0.6679999999999999
0,Married,Graduate,51,2,3,10824.0,0,0.962
0,Married,Unknown,35,0,2,3176.0,1510,0.885
0,Married,Unknown,32,0,2,11511.0,0,0.867
1,Single,Graduate,41,2,3,27742.0,2517,0.835
0,Single,Graduate,63,1,1,21430.0,0,0.511
0,Single,Unknown,39,3,3,34516.0,1900,1.002
0,Married,Unknown,39,1,2,2722.0,1592,1.319
0,Unknown,Post-Graduate,38,3,1,1878.0,1247,0.67
0,Single,High School,51,5,1,7645.0,2076,0.759
0,Married,Doctorate,54,2,3,2222.0,1398,0.785
0,Married,High School,32,0,2,2062.0,1665,1.276
0,Single,College,38,2,1,6899.0,0,0.7709999999999999
0,Single,College,43,2,3,14315.0,1348,0.6809999999999999
0,Married,College,44,3,1,16199.0,1533,0.855
0,Divorced,Uneducated,53,0,2,26129.0,1752,0.742
0,Single,Uneducated,60,0,2,3302.0,2517,0.785
0,Married,Uneducated,56,1,1,9031.0,1535,0.69
1,Married,Graduate,59,1,3,2468.0,0,0.5
0,Married,Graduate,50,4,2,2433.0,1948,0.752
0,Married,Graduate,31,0,1,1438.3,0,0.6890000000000001
0,Single,High School,47,2,2,2262.0,0,0.8059999999999999
1,Single,Graduate,40,3,3,1516.0,0,0.737
0,Single,High School,38,0,3,13747.0,1941,0.748
0,Single,High School,35,0,2,34516.0,1965,1.044
0,Married,Unknown,57,2,3,2679.0,2011,0.466
0,Married,Graduate,54,1,3,2947.0,2216,0.76
0,Married,Uneducated,38,2,1,3629.0,1891,0.917
0,Single,High School,41,4,1,4475.0,0,0.706
0,Single,Unknown,48,2,3,9505.0,2390,0.727
0,Single,College,46,2,1,1996.0,1544,0.919
0,Married,Unknown,56,2,2,1971.0,922,0.762
0,Single,Graduate,37,1,1,2673.0,2517,0.7140000000000001
0,Married,Graduate,36,4,3,1628.0,969,0.999
0,Married,Unknown,50,3,1,7623.0,2517,1.007
0,Divorced,Doctorate,39,2,2,3554.0,747,0.621
0,Single,College,50,1,1,2800.0,1338,0.818
0,Married,Unknown,39,1,1,1637.0,0,0.889
